Tbilisi_CPI,Kutaisi_CPI,Batumi_CPI,Gori_CPI,Telavi_CPI,Zugdidi_CPI,Tbilisi_Rent,Kutaisi_Rent,Batumi_Rent,Gori_Rent,Telavi_Rent,Zugdidi_Rent
159.9926033,166.7397747,163.8813869,163.9501305,174.7690973,159.3435425,209.0290046,94.36603652,119.2249099,191.2065041,131.2830507,113.7942824
160.1460362,166.2042065,163.4977406,164.9005494,174.6186211,158.3068534,203.230958,89.3276451,119.7182626,190.4139531,131.579094,114.646374
160.1871937,166.01008,163.977116,164.9640361,174.0781765,158.4292246,201.6299045,88.57443439,117.053813,193.9533677,140.7171305,119.520106
161.1640152,166.5061181,163.3121888,164.6666059,174.7071209,157.0044706,201.314757,87.74369477,117.8212178,193.9533677,142.6155453,118.2610812
161.6205929,168.598434,163.89505,164.4051154,175.8357289,156.6221647,204.6058506,90.03652526,118.3171273,193.4168927,142.6155453,118.2610812
160.7459022,166.3049895,164.1400731,163.7164223,175.0792836,156.4332784,205.0768533,88.96076886,122.4525475,198.5993049,136.8835413,118.2610812
159.9363858,165.9625675,164.5668373,162.652593,173.6516871,155.6099701,205.1147925,88.43198605,125.5005139,202.4187667,142.4423819,117.2711177
159.5363849,165.5850027,163.8437306,162.3237095,174.5156043,157.4250047,207.418847,89.27111716,123.1950694,200.173133,140.7846375,114.1651921
160.2498317,165.9580657,163.9562912,161.7817106,175.0271095,157.6142296,205.2056879,90.9842299,113.8121633,204.0032457,136.5944643,116.5931433
160.5587933,167.8697367,163.8195517,162.7973762,174.3408282,158.0661096,206.3669469,89.92926776,114.0799634,195.8241435,136.5944643,116.5931433
161.415535,169.4317646,164.7336648,164.6887561,175.7601369,159.9621126,207.286518,91.20536407,116.3312174,201.6604863,140.7846361,117.4903275
162.3741819,170.3790576,166.1773906,165.7872301,177.3875,161.5316608,209.0287612,92.85344499,118.4479802,202.4157048,138.6711771,118.5398686
